,Professional,Country,DeveloperType,HaveWorkedLanguage,WantWorkLanguage
48283,Student,United Arab Emirates,General,JavaScript,SQL; VB.NET; VBA; Visual Basic 6
48292,Student,India,General,C; C++; JavaScript; PHP; Python; SQL,C++; Java; JavaScript; Matlab; PHP; Python; Ruby; SQL
48294,Student,India,General,Java; PHP; SQL,Assembly; Python; SQL
48303,Student,Singapore,General,Python; SQL,Python; R; Scala; SQL
48312,Student,Portugal,General,C; C++; Java; JavaScript; SQL,C; C++; C#; JavaScript; PHP; SQL
48315,Student,Germany,General,Java,JavaScript; PHP; SQL
48316,Student,Netherlands,General,C++; C#; Java; JavaScript; Lua; PHP,C++; C#; Java
48319,Student,Denmark,General,JavaScript; PHP; SQL,Hack; JavaScript; Lua; Ruby; TypeScript
48324,Student,Switzerland,General,C; Java,C#; Java; Perl; Python
48346,Student,United Kingdom,General,Python; VB.NET; VBA; Visual Basic 6,C++; C#; Java; JavaScript; Objective-C
48351,Student,United Kingdom,General,JavaScript; PHP; Python; SQL,C++; C#; Ruby
48357,Student,Brazil,General,C; C++; Java; JavaScript; PHP,C#; Java; JavaScript; PHP
48359,Student,France,General,C; Python,C++; C#; JavaScript; Lua; SQL
48360,Student,Germany,General,Java; Matlab; Python,C++; Java; Matlab; Python
48374,Student,Ireland,General,Java; PHP; Python,Java; Python
48376,Student,Australia,General,C#; Go; Java; JavaScript; SQL,Java; JavaScript; SQL
48377,Student,Germany,General,Java; JavaScript; R,C#
48390,Student,India,General,C; Python; SQL,C++; JavaScript; Python
48400,Student,Nepal,General,C; C++; Java; JavaScript; PHP; SQL,Assembly; Java; JavaScript; Perl; PHP; Python; VB.NET
48413,Student,Pakistan,General,JavaScript; PHP; R; SQL,JavaScript; PHP; SQL
48422,Student,India,General,C; Java; PHP; Python; SQL,C; Java; Python; Swift
48441,Student,Antarctica,General,C++; JavaScript; Python,JavaScript; Python
48447,Student,Germany,General,Java; Lua,C++; C#; Java; PHP; SQL
48473,Student,India,General,C; C++; Java; SQL,C#; JavaScript; PHP; Python; VB.NET
48477,Student,Switzerland,General,C#; JavaScript; PHP,JavaScript; PHP; Swift
48509,Student,Czech Republic,General,Assembly; C; C++; Common Lisp; Haskell; JavaScript; Lua; R; Rust; SQL,C++; Common Lisp; Haskell; Rust
48525,Student,Poland,General,C#,C#; F#
48526,Student,United States,General,C++; JavaScript; TypeScript,Common Lisp
48528,Student,Germany,General,C++,C++; Haskell; Rust
48532,Student,United States,General,Java; JavaScript; Swift,C++; Go; R; Swift
48555,Student,South Korea,General,Python; R,C++; C#; Java; Julia; Python; R; Scala; SQL
48605,Student,Netherlands,General,C#; Java; JavaScript; PHP; SQL; VB.NET,C++; C#; Java; JavaScript; Python; SQL; VB.NET
48610,Student,Portugal,General,Assembly; C,Assembly; C; C++; Java
48627,Student,United States,General,C++; Java; JavaScript; Lua; Python; Ruby; Visual Basic 6,Assembly; C; C#; CoffeeScript; Common Lisp; Clojure; Dart; Elixir; Erlang; F#; Go; Groovy; Hack; Julia; Matlab; Objective-C; Perl; PHP; R; Rust; Scala; Smalltalk; SQL; Swift; TypeScript; VB.NET; VBA
48658,Student,Australia,General,C#; JavaScript; Python; SQL,C; C++; C#; Go; Haskell; JavaScript; Python; Rust; SQL; TypeScript
48659,Student,Canada,General,C#; Java,C++; Rust
48670,Student,Canada,General,Assembly; C; C++; CoffeeScript; Java; JavaScript; SQL; TypeScript,Elixir; Rust
48677,Student,Portugal,General,Java; JavaScript; Python,C#; Python; Swift; TypeScript
48679,Student,Canada,General,Assembly; C; C++; Haskell; Java; JavaScript; Python,C; CoffeeScript; Common Lisp; Clojure; Haskell; Julia; Lua; Python; R; SQL
48686,Student,United States,General,CoffeeScript; JavaScript; Python; Ruby,C++; Go; Python; SQL
48696,Student,Poland,General,C#,F#
48709,Student,Kenya,General,VBA; Visual Basic 6,Java; Python; Swift
48714,Student,Estonia,General,Java; JavaScript; Lua; Matlab; PHP; Python; Ruby; SQL,C++; Java; Python; Scala; SQL
48727,Student,Kenya,General,CoffeeScript; JavaScript; SQL; VB.NET; Visual Basic 6,CoffeeScript; JavaScript; SQL; VB.NET
48744,Student,Algeria,General,C++; Java; JavaScript; Python,C#; JavaScript; PHP; Python; SQL
48760,Student,Austria,General,PHP,Lua
48770,Student,Portugal,General,C++; Java; JavaScript; PHP; SQL,C++; Java; JavaScript; Python; SQL
48811,Student,India,General,Java; JavaScript,Assembly; C++; Java; JavaScript; Python; Swift
48822,Student,United Kingdom,General,C#,C#; SQL
48900,Student,India,General,JavaScript; PHP,TypeScript
48916,Student,Germany,General,Assembly; C; Python; SQL,C; Haskell; Python
48918,Student,Romania,General,Assembly; C; C++; C#; Java; Matlab,CoffeeScript; Common Lisp; Clojure; Dart; Elixir; Erlang; F#; Go; Groovy; Hack; Haskell; JavaScript; Julia; Lua; Objective-C; Perl; PHP; Python; R; Ruby; Rust; Scala; Smalltalk; SQL; Swift; TypeScript; VB.NET; VBA; Visual Basic 6
48954,Student,Russian Federation,General,Java; Python,C; C++
48957,Student,Ireland,General,JavaScript,C++
48969,Student,Switzerland,General,C++; Java,Elixir; Rust
48973,Student,Netherlands,General,Haskell; Matlab; Python; R,Haskell; Matlab
48982,Student,Greece,General,Assembly; C; Haskell; Java; Matlab; Python,C++; SQL
48985,Student,Canada,General,C; C++; Java; JavaScript; Python; SQL,C++; Java
49002,Student,France,General,C; C++; Java; JavaScript; Matlab; PHP; SQL,C; C++; Go; Haskell; Java; JavaScript; R
49027,Student,Italy,General,Assembly; C; C++; Elixir; Erlang; Go; JavaScript; Python,Assembly; C; C++; Elixir; Erlang; Go; Haskell; Python
49028,Student,United States,General,Python,Python; R
49032,Student,India,General,C; C++; Java,C; C++; Java; JavaScript; Visual Basic 6
49038,Student,India,General,C; C++; Java; PHP; Ruby; SQL,C#; JavaScript; Python
49043,Student,Canada,General,JavaScript; Python,C++; Java; PHP
49049,Student,Costa Rica,General,Assembly; C; C++; C#; Java; JavaScript; Matlab; Python; SQL,Python; Ruby; Scala; Swift
49062,Student,Belgium,General,Python,JavaScript
49087,Student,India,General,C; C++; Java; PHP,C#; Dart; Erlang; JavaScript; Python; Ruby; Scala; Swift
49093,Student,India,General,Java; SQL,Java; JavaScript; Ruby
49095,Student,United States,General,C#; Java; JavaScript; VB.NET,C; Lua; PHP; Ruby; SQL
49096,Student,United States,General,C++; JavaScript; Python,C++; JavaScript; Python; Swift
49097,Student,Turkey,General,C,Assembly; C++; C#; Java; JavaScript; Objective-C; Python; Swift
49109,Student,Romania,General,C; C++; Python,C#; Haskell
49126,Student,Turkey,General,Assembly; C; C++; C#; Java; JavaScript; Lua; Python,Assembly; C; C++; JavaScript; Lua; Python
49147,Student,India,General,Assembly; C; C++; C#; Java; JavaScript; Matlab; Scala; SQL; VB.NET; Visual Basic 6,Go; PHP; Python
49153,Student,Kenya,General,C; C#; VB.NET,C++; Java; Python
49159,Student,Italy,General,Assembly; C; C++; Java; PHP; SQL,C#
49162,Student,Morocco,General,C; C++; Java,JavaScript; Python
49168,Student,China,General,C#; Java; JavaScript; Lua; Matlab; SQL,C++; JavaScript; Python
49174,Student,India,General,C++; Java; Python; SQL,C++; Java; Python
49194,Student,Pakistan,General,C#; SQL,C#; JavaScript; PHP; SQL
49196,Student,Ghana,General,Java; Python,C++
49209,Student,Mexico,General,C#; Java; JavaScript; PHP; Python,C#; Java; JavaScript; PHP; Python; R; Ruby; TypeScript
49218,Student,India,General,C; JavaScript; Lua; PHP; Python; SQL,C; C++; C#; Common Lisp; Clojure; Elixir; Erlang; Go; Java; JavaScript; Lua; Python; R; Ruby; SQL
49245,Student,India,General,C; C++; Matlab; Python,Assembly; Matlab
49246,Student,Germany,General,C#; Java; JavaScript,Go; Java; JavaScript
49260,Student,United States,General,C; C++; Java; Python,C++; C#; Python; Ruby
49274,Student,India,General,C; Python,C++; Ruby; SQL
49302,Student,Slovak Republic,General,Assembly; C; C++; Java; SQL,Assembly; C++; Java; SQL
49310,Student,Canada,General,Java; Python; SQL,Clojure; Go
49311,Student,United States,General,C#; Java; JavaScript; Ruby,C#; Java
49313,Student,Greece,General,C; Java; PHP; Python; SQL,C++; JavaScript
49319,Student,Australia,General,JavaScript; PHP; Python; SQL; TypeScript; VB.NET,C; C++; Python; Swift
49320,Student,United States,General,C; C++; Java; Ruby,C; C++; Haskell; Ruby
49321,Student,Spain,General,C; C++; C#; Go; JavaScript; Python; TypeScript,C++; Dart; Go; JavaScript; TypeScript
49350,Student,Slovenia,General,C; Go; Java,Go
49351,Student,Ireland,General,Java; Python,Java; JavaScript
49353,Student,Sweden,General,C; C++; Clojure; Erlang; Go; Haskell; Java; JavaScript; PHP; Python; Ruby; Rust; Smalltalk; SQL; Swift,C; C++; Python; Ruby; Rust
49356,Student,Cyprus,General,C; C++; JavaScript; PHP; Python; SQL; TypeScript,C++; JavaScript; TypeScript
49358,Student,India,General,C++; Java,Java
49381,Student,France,General,Assembly; C; C++; C#; Java; JavaScript; Lua; Objective-C; Perl; Python,C; C++; C#; JavaScript; Lua; Python
49395,Student,United States,General,C++; Java; Python; TypeScript,Java; Python; R; Rust
49398,Student,United States,General,C++; Java; JavaScript; Python; SQL,Assembly; R
49410,Student,United Kingdom,General,JavaScript; PHP; Python,C; C++; C#; Python; Rust; SQL
49411,Student,Poland,General,C++; C#; VBA,C++; C#; JavaScript; PHP; Python; SQL
49431,Student,Italy,General,C#; Java; JavaScript; PHP; SQL,C++; C#; Java; JavaScript; Python; SQL
49439,Student,Poland,General,Assembly; C; C++; Java; SQL,Assembly; C; C++; Go; Java; Python
49455,Student,United States,General,Assembly; C; Java; Python,C; Python
49460,Student,United States,General,JavaScript; PHP; Ruby,JavaScript; Python; Ruby; Swift
49469,Student,Guatemala,General,Java; Perl; SQL,Haskell; Java; Python; SQL
49480,Student,United States,General,C; Java; JavaScript; Matlab; Python; Ruby,Elixir; JavaScript; Rust
49511,Student,United Kingdom,General,Matlab; PHP; Python; SQL,C++; Erlang; Matlab; PHP; Python; SQL
49554,Student,Russian Federation,General,C++,C++; C#; Java
49571,Student,United Kingdom,General,Java; Perl; Python,Go; Java; JavaScript; PHP; Python; SQL
49588,Student,Austria,General,C#; Java; PHP; SQL,C#; Java; PHP; Python; SQL
49606,Student,Egypt,General,C; Python,Java; JavaScript
49617,Student,New Zealand,General,Java; Objective-C,C#; Java; Python; Ruby; Swift
49618,Student,India,General,C; C++; Groovy; Java; JavaScript; SQL,Java; JavaScript; SQL
49623,Student,United States,General,JavaScript; Python; R,Dart; Erlang; Julia
49642,Student,Turkey,General,C++; C#; Java; JavaScript; Matlab; Python; Ruby; SQL,JavaScript; PHP; Python; Ruby; TypeScript
49666,Student,United Kingdom,General,JavaScript; Python; SQL,Assembly; Haskell; Java; Python; Swift
49672,Student,Denmark,General,C++; C#; Java; Python; SQL,Objective-C
49686,Student,Canada,General,C; C++; C#; Java; JavaScript; Objective-C; Perl; PHP; Python; SQL; Swift; VB.NET; VBA; Visual Basic 6,Hack
49688,Student,United Kingdom,General,JavaScript; PHP; Python; SQL,Assembly; C; C++; C#; CoffeeScript; Common Lisp; Clojure; Dart; Elixir; Erlang; F#; Go; Groovy; Hack; Haskell; Java; Julia; Lua; Matlab; Objective-C; Perl; R; Ruby; Rust; Scala; Smalltalk; Swift; TypeScript; VB.NET; VBA; Visual Basic 6
49699,Student,Poland,General,C; C++; JavaScript; Lua; PHP; Python; SQL; TypeScript,Assembly; C; C++; C#; Common Lisp; Clojure; Dart; Erlang; Go; Java; JavaScript; Lua; Python; Rust
49700,Student,Portugal,General,C#; Java; PHP; Python; SQL,C; C++; C#; PHP; SQL
49703,Student,United States,General,C; C++; Java; JavaScript; PHP; Python; R; SQL,C++; Common Lisp; JavaScript; Python
49716,Student,United States,General,C; C++; Java; JavaScript,Assembly; Java; JavaScript
49719,Student,Poland,General,Assembly; C; Erlang; Haskell; Java; JavaScript; Matlab; Python; SQL,Clojure; Go; Python; Rust; Scala; TypeScript
49721,Student,Argentina,General,C#; Java; JavaScript; Matlab,C#; Java; JavaScript; Matlab; Swift
49731,Student,Sri Lanka,General,Java; PHP,Java
49733,Student,United States,General,Assembly; C; C++; Matlab,C++; Java; JavaScript; Python
49742,Student,Philippines,General,Assembly; C; C++; C#; Java; JavaScript; Matlab; PHP; Python; SQL; VB.NET,C++; C#; Java; JavaScript; PHP; Python; SQL
49756,Student,Panama,General,C; C#; Java; JavaScript; Python; SQL,Assembly; C#; JavaScript; Julia; Python; SQL
49765,Student,United Kingdom,General,PHP; Python,Java; JavaScript
49780,Student,United States,General,JavaScript; TypeScript,C; Clojure; Elixir; JavaScript; Rust; TypeScript
49785,Student,Russian Federation,General,JavaScript; PHP; SQL,CoffeeScript; Common Lisp; JavaScript; PHP; Python; SQL; TypeScript
49787,Student,South Korea,General,C#; Python,C#; Elixir; Erlang; Haskell; JavaScript; Python; Rust
49788,Student,India,General,Assembly; C; C++; C#; JavaScript; Matlab; PHP; Python; Ruby; SQL; TypeScript,Erlang; Go; Groovy; Perl; R; Swift
49803,Student,United States,General,C; C++; C#; F#; Java; JavaScript; PHP; SQL,C; C++; C#; Java; JavaScript; PHP; Python; Ruby; SQL
49809,Student,Lithuania,General,C++; C#; Java; Python,Assembly; C#; Java; Python
49817,Student,United States,General,C; Java; JavaScript; Matlab,Assembly; Java; JavaScript; Python; R
49843,Student,Austria,General,C#; JavaScript; Python; SQL,C#; Go; Python; TypeScript
49851,Student,China,General,C; Java; PHP; Python,Assembly
49854,Student,India,General,Assembly; C; C++; Java; Objective-C; Python; SQL,Assembly; C; C++; Objective-C; Python
49855,Student,Egypt,General,C; C++; C#; Java; JavaScript; PHP; Python; Ruby,Assembly; C; C++; C#; Go; Java; JavaScript; Objective-C; PHP; Python; R; SQL; TypeScript
49875,Student,Vietnam,General,Assembly; C; C++; C#; CoffeeScript; Common Lisp; Clojure; Dart; Elixir; Erlang; F#; Go; Groovy; Hack; Haskell; Java; JavaScript; Julia; Lua; Matlab; Objective-C; Perl; PHP; Python; R; Ruby; Rust; Scala; Smalltalk; SQL; Swift; TypeScript; VB.NET; VBA; Visual Basic 6,Assembly
49898,Student,Germany,General,C; C++; Java; R; SQL,C; C++; Java; JavaScript; Python; R; SQL
49906,Student,Brazil,General,C; C++; C#; Java,C++; C#; Java
49916,Student,Bangladesh,General,PHP; Python,Assembly
49925,Student,United Kingdom,General,Java; SQL,C++; Ruby
49934,Student,United States,General,Assembly; C; C++; C#; Java; JavaScript; Python,Assembly; C; C++; C#; Java; Python; SQL; VB.NET
49935,Student,Canada,General,Assembly; C; C#; Java; JavaScript; Matlab; PHP; Python,C; Java; Python
49937,Student,United States,General,Assembly; C; C++; Java; Lua; Objective-C,Assembly; C; Haskell; Objective-C
49951,Student,India,General,Java,Java; Swift
49964,Student,Poland,General,Python,Java; Python
49976,Student,United Kingdom,General,Java; Python,Assembly; C; C++; C#; Ruby; SQL; Visual Basic 6
49979,Student,Netherlands,General,C#; Java; JavaScript; Python; SQL; Swift,C; C++
49980,Student,United States,General,Java,Assembly; C++; Java; Python
49983,Student,France,General,C; C++; Java; Python; Ruby; SQL; TypeScript,C++; Ruby; TypeScript
49986,Student,Germany,General,C; C#; Python; Ruby,C++; Perl; Python; Rust
49998,Student,Indonesia,General,JavaScript; PHP; SQL,Haskell; JavaScript; Python
49999,Student,Bulgaria,General,C#; Java; JavaScript; TypeScript,C#; Java; JavaScript; Ruby
50001,Student,United Kingdom,General,C++; JavaScript; Python; SQL,C++; Python
50037,Student,Turkey,General,C++; Python; Swift,C++; Haskell; JavaScript; Python; R; Swift
50041,Student,United States,General,C#,C#; Java; JavaScript; PHP; Python; SQL
50043,Student,India,General,C; C++; Java; JavaScript; PHP; Python,JavaScript; PHP; Python
50052,Student,New Zealand,General,C; C#; Java; Python,C#; F#; Haskell; Objective-C; Python; Rust; Swift
50067,Student,United States,General,Assembly; C++; Java; SQL,Assembly; C; C++; C#; Java; JavaScript; Python; SQL
50068,Student,United States,General,Python,C; JavaScript; PHP; Python; SQL; Swift
50087,Student,Germany,General,C; JavaScript; PHP,C; C++; JavaScript; Objective-C; PHP; Python
50097,Student,United States,General,JavaScript,CoffeeScript; JavaScript; TypeScript
50105,Student,South Africa,General,C; C++; Java; SQL,C#; Common Lisp; JavaScript; Python; Ruby; Scala
50111,Student,United Kingdom,General,C#; R,Go; PHP; SQL
50120,Student,Germany,General,JavaScript; PHP; SQL,Ruby
50131,Student,Antigua and Barbuda,General,C; C++,Assembly; C; C++; Common Lisp; Matlab
50165,Student,United States,General,C++; Java; JavaScript,JavaScript; PHP; Python; SQL
50172,Student,United States,General,C++; Matlab,Assembly; C; C++
50178,Student,United States,General,Assembly; C; C++; C#; Matlab; Python; SQL; VB.NET; VBA; Visual Basic 6,C; C++; Go; Haskell; Perl; Python; Scala; SQL; Swift
50181,Student,India,General,C++; SQL; VB.NET,JavaScript; Objective-C
50184,Student,India,General,C; C++; Java; Matlab; Python; R; SQL,C; Java; Matlab; Python; R; Scala; SQL
50194,Student,India,General,C++,Java
50218,Student,India,General,Assembly; C; C++; Haskell; Java; JavaScript; Perl; PHP; Python; Ruby,Java; JavaScript; Perl; Python; Ruby; Rust; SQL
50221,Student,Germany,General,Java; JavaScript; Python; Swift,C; JavaScript; Swift
50247,Student,Germany,General,C++; C#; Java; JavaScript; PHP; Python; SQL,C#; Java; JavaScript
50254,Student,Hungary,General,C++; Java; JavaScript; PHP; SQL,Java; SQL
50257,Student,United Kingdom,General,Python,Java
50280,Student,France,General,C#; Python,Haskell; Python
50287,Student,Portugal,General,C++; Erlang; Java; JavaScript; Scala; SQL,Erlang; JavaScript; TypeScript
50294,Student,Canada,General,C#; Java; JavaScript; PHP; Python; SQL,C; C++; C#; Elixir; Go; Hack; Java; JavaScript; Objective-C; PHP; Python; Ruby; Swift
50295,Student,Israel,General,C; C++,C#; JavaScript; Ruby; SQL
50298,Student,India,General,Python,Assembly; C; C++; Java; JavaScript; Objective-C; R; Swift; TypeScript; Visual Basic 6
50299,Student,Chile,General,PHP; Python,JavaScript; SQL
50314,Student,India,General,C; C++; Java; Python,Assembly; C#; JavaScript; Matlab; Objective-C; PHP
50315,Student,France,General,C,Assembly; JavaScript; PHP
50332,Student,United Kingdom,General,Python,C; C#; Python
50333,Student,Ukraine,General,Assembly; CoffeeScript; Elixir; Hack; Java; R; TypeScript; Visual Basic 6,C++; C#; Dart; Groovy; Java; JavaScript; Lua; Objective-C; Perl; Python; R; Ruby; SQL; Visual Basic 6
50347,Student,Tunisia,General,C; JavaScript; Python,C; Java; JavaScript; Python; Ruby
50368,Student,India,General,C; C++,Assembly; Python
50401,Student,United States,General,JavaScript,Ruby
